subject_ids,classifications,workflow_id,workflow_version,file-name,advance,flag
13290410,5,427,6.20,,retire,0
13290411,5,427,6.20,,retire,0
13290412,5,427,6.20,,retire,0
13290413,5,427,6.20,,retire,0
13290414,5,427,6.20,,retire,0
13290415,5,427,6.20,,retire,0
13290416,5,427,6.20,,retire,0
13290417,5,427,6.20,,advance,1
13290418,5,427,6.20,,advance,1
13290419,5,427,6.20,,advance,1
13290420,5,427,6.20,,advance,1
13290421,5,427,6.20,,advance,1
13290422,5,427,6.20,,advance,1
13290423,5,427,6.20,,advance,1
13290424,5,427,6.20,,advance,1
13290425,5,427,6.20,,advance,1
13290426,5,427,6.20,,advance,1
13290427,5,427,6.20,,advance,1
13290428,5,427,6.20,,advance,1
13290429,5,427,6.20,,advance,1
13290430,5,427,6.20,,advance,1
13290431,5,427,6.20,,retire,0
13290432,5,427,6.20,,advance,1
13290433,5,427,6.20,,advance,1
13290434,5,427,6.20,,advance,1
13290435,5,427,6.20,,advance,1
13290436,5,427,6.20,,advance,1
13290437,5,427,6.20,,advance,1
13290438,5,427,6.20,,advance,1
13290439,5,427,6.20,,advance,1
13290440,5,427,6.20,,advance,1
13290441,5,427,6.20,,advance,1
13290442,5,427,6.20,,advance,1
13290443,5,427,6.20,,advance,1
13290444,5,427,6.20,,advance,1
13290445,5,427,6.20,,advance,1
13290446,5,427,6.20,,advance,1
13290447,5,427,6.20,,advance,1
13290448,5,427,6.20,,advance,1
13290449,5,427,6.20,,advance,1
13290450,5,427,6.20,,advance,1
13290451,5,427,6.20,,advance,1
13290452,5,427,6.20,,advance,1
13290453,5,427,6.20,,retire,0
13290454,5,427,6.20,,retire,0
13290455,5,427,6.20,,advance,1
13290456,5,427,6.20,,advance,1
13290457,5,427,6.20,,advance,1
13290458,5,427,6.20,,advance,1
13290459,5,427,6.20,,advance,1
13290460,5,427,6.20,,advance,1
13290461,5,427,6.20,,advance,1
13290462,5,427,6.20,,advance,1
13290463,5,427,6.20,,advance,1
13290464,5,427,6.20,,advance,1
13290465,5,427,6.20,,advance,1
13290466,5,427,6.20,,advance,1
13290467,5,427,6.20,,advance,1
13290468,5,427,6.20,,advance,1
13290469,5,427,6.20,,advance,1
13290470,5,427,6.20,,advance,1
13290471,5,427,6.20,,advance,1
13290472,5,427,6.20,,advance,1
13290473,5,427,6.20,,advance,1
13290474,5,427,6.20,,advance,1
13290475,5,427,6.20,,advance,1
13290476,5,427,6.20,,advance,1
13290477,5,427,6.20,,advance,1
13290478,5,427,6.20,,advance,1
13290479,5,427,6.20,,advance,1
13290480,5,427,6.20,,advance,1
13290481,5,427,6.20,,advance,1
13290482,5,427,6.20,,advance,1
13290483,5,427,6.20,,advance,1
13290484,5,427,6.20,,advance,1
13290485,5,427,6.20,,advance,1
13290486,5,427,6.20,,advance,1
13290487,5,427,6.20,,advance,1
13290488,5,427,6.20,,advance,1
13290489,5,427,6.20,,advance,1
13290490,5,427,6.20,,advance,1
13290491,5,427,6.20,,advance,1
13290492,5,427,6.20,,advance,1
13290493,5,427,6.20,,advance,1
13290494,5,427,6.20,,advance,1
13290495,5,427,6.20,,advance,1
13290496,5,427,6.20,,advance,1
13290497,5,427,6.20,,advance,1
13290498,5,427,6.20,,advance,1
13290499,5,427,6.20,,advance,1
13290500,5,427,6.20,,advance,1
13290501,5,427,6.20,,advance,1
13290502,5,427,6.20,,advance,1
13290503,5,427,6.20,,advance,1
13290504,5,427,6.20,,advance,1
13290505,5,427,6.20,,advance,1
13290506,5,427,6.20,,advance,1
13290507,5,427,6.20,,advance,1
13290508,5,427,6.20,,advance,1
13290509,5,427,6.20,,advance,1
13290510,5,427,6.20,,advance,1
13290511,5,427,6.20,,advance,1
13290512,5,427,6.20,,advance,1
13290513,5,427,6.20,,advance,1
13290514,5,427,6.20,,advance,1
13290515,5,427,6.20,,advance,1
13290516,5,427,6.20,,advance,1
13290517,5,427,6.20,,advance,1
13290518,5,427,6.20,,advance,1
13290519,5,427,6.20,,advance,1
13290520,5,427,6.20,,advance,1
13290521,5,427,6.20,,retire,0
13290522,5,427,6.20,,retire,0
13290523,5,427,6.20,,advance,1
13290524,5,427,6.20,,advance,1
13290525,5,427,6.20,,advance,1
13290526,5,427,6.20,,advance,1
13290527,5,427,6.20,,advance,1
13290528,5,427,6.20,,advance,1
13290529,5,427,6.20,,advance,1
13290530,5,427,6.20,,retire,0
13290531,5,427,6.20,,advance,1
13290532,5,427,6.20,,advance,1
13290533,5,427,6.20,,advance,1
13290534,5,427,6.20,,retire,0
13290535,5,427,6.20,,retire,0
13290536,5,427,6.20,,advance,1
13290537,5,427,6.20,,advance,1
13290538,5,427,6.20,,advance,1
13290539,5,427,6.20,,advance,1
13290540,5,427,6.20,,advance,1
13290541,5,427,6.20,,advance,1
13290542,5,427,6.20,,advance,1
13290543,5,427,6.20,,advance,1
13290544,5,427,6.20,,advance,1
13290545,5,427,6.20,,advance,1
13290546,5,427,6.20,,retire,0
13290547,5,427,6.20,,advance,1
13290548,5,427,6.20,,advance,1
13290549,5,427,6.20,,advance,1
13290550,5,427,6.20,,advance,1
13290551,5,427,6.20,,advance,1
13290552,5,427,6.20,,advance,1
13290553,5,427,6.20,,advance,1
13290554,5,427,6.20,,advance,1
13290555,5,427,6.20,,retire,0
13290556,5,427,6.20,,advance,1
13290557,5,427,6.20,,advance,1
13290558,5,427,6.20,,advance,1
13290559,5,427,6.20,,advance,1
13290560,5,427,6.20,,retire,0
13290561,5,427,6.20,,advance,1
13290562,5,427,6.20,,advance,1
13290563,5,427,6.20,,retire,0
13290564,5,427,6.20,,retire,0
13290565,5,427,6.20,,retire,0
13290566,5,427,6.20,,retire,0
13290567,5,427,6.20,,advance,1
13290568,5,427,6.20,,advance,1
13290569,5,427,6.20,,advance,1
13290570,5,427,6.20,,retire,0
13290571,6,427,6.20,,advance,1
13290572,5,427,6.20,,advance,1
13290573,5,427,6.20,,advance,1
13290574,5,427,6.20,,advance,1
13290575,5,427,6.20,,retire,0
13290576,5,427,6.20,,retire,0
13290577,5,427,6.20,,advance,1
13290578,5,427,6.20,,advance,1
13290579,5,427,6.20,,advance,1
13290580,5,427,6.20,,advance,1
13290581,5,427,6.20,,advance,1
13290582,5,427,6.20,,advance,1
13290583,5,427,6.20,,advance,1
13290584,5,427,6.20,,advance,1
13290585,5,427,6.20,,retire,0
13290586,5,427,6.20,,retire,0
13290587,5,427,6.20,,advance,1
13290588,5,427,6.20,,advance,1
13290589,5,427,6.20,,advance,1
13290590,5,427,6.20,,retire,0
13290591,5,427,6.20,,advance,1
13290592,5,427,6.20,,advance,1
13290593,5,427,6.20,,advance,1
13290594,5,427,6.20,,retire,0
13290595,5,427,6.20,,advance,1
13290596,5,427,6.20,,advance,1
13290597,5,427,6.20,,advance,1
13290598,5,427,6.20,,advance,1
13290599,5,427,6.20,,advance,1
13290600,5,427,6.20,,retire,0
13290601,5,427,6.20,,advance,1
13290602,6,427,6.20,,retire,0
13290603,5,427,6.20,,retire,0
13290604,5,427,6.20,,retire,0
13290605,5,427,6.20,,retire,0
13290606,5,427,6.20,,advance,1
13290607,5,427,6.20,,retire,0
13290608,5,427,6.20,,advance,1
13290609,5,427,6.20,,advance,1
13290610,5,427,6.20,,advance,1
13290611,5,427,6.20,,advance,1
13290612,5,427,6.20,,advance,1
13290613,5,427,6.20,,advance,1
13290614,5,427,6.20,,retire,0
13290615,5,427,6.20,,advance,1
13290616,5,427,6.20,,advance,1
13290617,6,427,6.20,,advance,1
13290618,5,427,6.20,,advance,1
13290619,5,427,6.20,,advance,1
13290620,5,427,6.20,,advance,1
13290621,5,427,6.20,,advance,1
13290622,5,427,6.20,,advance,1
13290623,5,427,6.20,,advance,1
13290624,5,427,6.20,,advance,1
13290625,5,427,6.20,,retire,0
13290626,5,427,6.20,,retire,0
13290627,5,427,6.20,,retire,0
13290628,5,427,6.20,,advance,1
13290629,5,427,6.20,,advance,1
13290630,5,427,6.20,,advance,1
13290631,5,427,6.20,,advance,1
13290632,6,427,6.20,,retire,0
13290633,5,427,6.20,,advance,1
13290634,5,427,6.20,,advance,1
13290635,5,427,6.20,,retire,0
13290636,5,427,6.20,,advance,1
13290637,5,427,6.20,,retire,0
13290638,5,427,6.20,,retire,0
13290639,5,427,6.20,,retire,0
13290640,5,427,6.20,,retire,0
13290641,5,427,6.20,,retire,0
13290642,5,427,6.20,,advance,1
13290643,5,427,6.20,,advance,1
13290644,5,427,6.20,,advance,1
13290645,5,427,6.20,,advance,1
13290646,5,427,6.20,,retire,0
13290647,5,427,6.20,,retire,0
13290648,5,427,6.20,,advance,1
13290649,5,427,6.20,,retire,0
13290650,5,427,6.20,,retire,0
13290651,5,427,6.20,,advance,1
13290652,5,427,6.20,,retire,0
13290653,5,427,6.20,,retire,0
13290654,5,427,6.20,,retire,0
13290655,5,427,6.20,,advance,1
13290656,5,427,6.20,,advance,1
13290657,5,427,6.20,,retire,0
13290658,5,427,6.20,,retire,0
13290659,5,427,6.20,,retire,0
13290660,5,427,6.20,,advance,1
13290661,5,427,6.20,,advance,1
13290662,5,427,6.20,,advance,1
13290663,5,427,6.20,,advance,1
13290664,5,427,6.20,,advance,1
13290665,5,427,6.20,,retire,0
13290666,5,427,6.20,,advance,1
13290667,5,427,6.20,,advance,1
13290668,5,427,6.20,,advance,1
13290669,5,427,6.20,,retire,0
13290670,5,427,6.20,,retire,0
13290671,5,427,6.20,,retire,0
13290672,5,427,6.20,,retire,0
13290673,5,427,6.20,,retire,0
13290674,5,427,6.20,,retire,0
13290675,5,427,6.20,,retire,0
13290676,5,427,6.20,,retire,0
13290677,5,427,6.20,,retire,0
13290678,5,427,6.20,,retire,0
13290679,5,427,6.20,,retire,0
13290680,5,427,6.20,,retire,0
13290681,5,427,6.20,,retire,0
13290682,5,427,6.20,,retire,0
13290683,5,427,6.20,,retire,0
13290684,5,427,6.20,,advance,1
13290685,5,427,6.20,,advance,1
13290686,5,427,6.20,,advance,1
13290687,5,427,6.20,,advance,1
13290688,5,427,6.20,,retire,0
13290689,5,427,6.20,,retire,0
13290690,5,427,6.20,,advance,1
13290691,6,427,6.20,,retire,0
13290692,5,427,6.20,,retire,0
13290693,5,427,6.20,,advance,1
13290694,5,427,6.20,,advance,1
13290695,5,427,6.20,,advance,1
13290696,5,427,6.20,,advance,1
13290697,5,427,6.20,,advance,1
13290698,5,427,6.20,,advance,1
13290699,5,427,6.20,,retire,0
13290700,5,427,6.20,,advance,1
13290701,5,427,6.20,,advance,1
13290702,5,427,6.20,,advance,1
13290703,5,427,6.20,,advance,1
13290704,5,427,6.20,,advance,1
13290705,5,427,6.20,,retire,0
13290706,5,427,6.20,,retire,0
13290707,5,427,6.20,,advance,1
13290708,5,427,6.20,,advance,1
13290709,5,427,6.20,,advance,1
13290710,5,427,6.20,,advance,1
13290711,5,427,6.20,,advance,1
13290712,5,427,6.20,,advance,1
13290713,5,427,6.20,,advance,1
13290714,5,427,6.20,,advance,1
13290715,5,427,6.20,,advance,1
13290716,6,427,6.20,,retire,0
13290717,5,427,6.20,,retire,0
13290718,5,427,6.20,,retire,0
13290719,5,427,6.20,,advance,1
13290720,5,427,6.20,,advance,1
13290721,5,427,6.20,,advance,1
13290722,5,427,6.20,,advance,1
13290723,5,427,6.20,,advance,1
13290724,5,427,6.20,,retire,0
13290725,5,427,6.20,,retire,0
13290726,5,427,6.20,,advance,1
13290727,5,427,6.20,,advance,1
13290728,5,427,6.20,,advance,1
13290729,5,427,6.20,,advance,1
13290730,5,427,6.20,,retire,0
13290731,5,427,6.20,,advance,1
13290732,5,427,6.20,,advance,1
13290733,5,427,6.20,,advance,1
13290734,5,427,6.20,,retire,0
13290735,5,427,6.20,,retire,0
13290736,5,427,6.20,,advance,1
13290737,5,427,6.20,,advance,1
13290738,5,427,6.20,,advance,1
13290739,5,427,6.20,,advance,1
13290740,5,427,6.20,,advance,1
13290741,5,427,6.20,,advance,1
13290742,5,427,6.20,,advance,1
13290743,5,427,6.20,,advance,1
13290744,5,427,6.20,,advance,1
13290745,5,427,6.20,,advance,1
13290746,5,427,6.20,,advance,1
13290747,5,427,6.20,,advance,1
13290748,5,427,6.20,,advance,1
13290749,5,427,6.20,,retire,0
13290750,5,427,6.20,,advance,1
13290751,5,427,6.20,,advance,1
13290752,5,427,6.20,,advance,1
13290753,5,427,6.20,,advance,1
13290754,5,427,6.20,,advance,1
13290755,5,427,6.20,,advance,1
13290756,5,427,6.20,,advance,1
13290757,5,427,6.20,,advance,1
13290758,5,427,6.20,,advance,1
13290759,5,427,6.20,,advance,1
13290760,5,427,6.20,,advance,1
13290761,5,427,6.20,,advance,1
13290762,5,427,6.20,,advance,1
13290763,5,427,6.20,,advance,1
13290764,5,427,6.20,,advance,1
13290765,5,427,6.20,,advance,1
13290766,5,427,6.20,,advance,1
13290767,5,427,6.20,,advance,1
13290768,5,427,6.20,,advance,1
13290769,5,427,6.20,,retire,0
13290770,5,427,6.20,,advance,1
13290771,5,427,6.20,,advance,1
13290772,5,427,6.20,,retire,0
13290773,5,427,6.20,,advance,1
13290774,5,427,6.20,,advance,1
13290775,5,427,6.20,,advance,1
13290776,5,427,6.20,,advance,1
13290777,5,427,6.20,,advance,1
13290778,5,427,6.20,,advance,1
13290779,5,427,6.20,,advance,1
13290780,5,427,6.20,,advance,1
13290781,5,427,6.20,,advance,1
13290782,5,427,6.20,,advance,1
13290783,5,427,6.20,,retire,0
13290784,5,427,6.20,,advance,1
13290785,5,427,6.20,,advance,1
13290786,5,427,6.20,,advance,1
13290787,5,427,6.20,,advance,1
13290788,5,427,6.20,,advance,1
13290789,5,427,6.20,,advance,1
13290790,5,427,6.20,,advance,1
13290791,5,427,6.20,,retire,0
13290792,5,427,6.20,,advance,1
13290793,5,427,6.20,,advance,1
13290794,5,427,6.20,,retire,0
13290795,5,427,6.20,,advance,1
13290796,5,427,6.20,,advance,1
13290797,5,427,6.20,,advance,1
13290798,5,427,6.20,,advance,1
13290799,5,427,6.20,,advance,1
13290800,5,427,6.20,,advance,1
13290801,5,427,6.20,,retire,0
13290802,5,427,6.20,,advance,1
13290803,5,427,6.20,,retire,0
13290804,5,427,6.20,,advance,1
13290805,5,427,6.20,,advance,1
13290806,5,427,6.20,,advance,1
13290807,5,427,6.20,,advance,1
13290808,5,427,6.20,,advance,1
13290809,5,427,6.20,,advance,1
13290810,5,427,6.20,,advance,1
13290811,5,427,6.20,,advance,1
13290812,5,427,6.20,,advance,1
13290813,5,427,6.20,,advance,1
13290814,5,427,6.20,,advance,1
13290815,5,427,6.20,,advance,1
13290816,5,427,6.20,,advance,1
13290817,5,427,6.20,,advance,1
13290818,5,427,6.20,,advance,1
13290819,5,427,6.20,,advance,1
13290820,5,427,6.20,,advance,1
13290821,5,427,6.20,,advance,1
13290822,5,427,6.20,,advance,1
13290823,5,427,6.20,,advance,1
13290824,5,427,6.20,,advance,1
13290825,5,427,6.20,,advance,1
13290826,5,427,6.20,,retire,0
13290827,5,427,6.20,,advance,1
13290828,5,427,6.20,,advance,1
13290829,5,427,6.20,,advance,1
13290830,5,427,6.20,,advance,1
13290831,5,427,6.20,,advance,1
13290832,5,427,6.20,,advance,1
13290833,5,427,6.20,,advance,1
13290834,5,427,6.20,,advance,1
13290835,5,427,6.20,,advance,1
13290836,5,427,6.20,,advance,1
13290837,5,427,6.20,,advance,1
13290838,5,427,6.20,,advance,1
13290839,5,427,6.20,,advance,1
13290840,5,427,6.20,,advance,1
13290841,5,427,6.20,,advance,1
13290842,5,427,6.20,,advance,1
13290843,5,427,6.20,,advance,1
13290844,5,427,6.20,,advance,1
13290845,5,427,6.20,,advance,1
13290846,5,427,6.20,,advance,1
13290847,5,427,6.20,,advance,1
13290848,5,427,6.20,,advance,1
13290849,5,427,6.20,,advance,1
13290850,5,427,6.20,,retire,0
13290851,5,427,6.20,,advance,1
13290852,5,427,6.20,,advance,1
13290853,5,427,6.20,,advance,1
13290854,5,427,6.20,,advance,1
13290855,5,427,6.20,,advance,1
13290856,5,427,6.20,,advance,1
13290857,5,427,6.20,,retire,0
13290858,5,427,6.20,,retire,0
13290859,5,427,6.20,,advance,1
13290860,5,427,6.20,,advance,1
13290861,5,427,6.20,,advance,1
13290862,5,427,6.20,,advance,1
13290863,5,427,6.20,,advance,1
13290864,5,427,6.20,,advance,1
13290865,5,427,6.20,,advance,1
13290866,5,427,6.20,,advance,1
13290867,5,427,6.20,,advance,1
13290868,5,427,6.20,,advance,1
13290869,5,427,6.20,,advance,1
13290870,5,427,6.20,,retire,0
13290871,5,427,6.20,,advance,1
13290872,5,427,6.20,,advance,1
13290873,5,427,6.20,,advance,1
13290874,5,427,6.20,,retire,0
13290875,5,427,6.20,,advance,1
13290876,5,427,6.20,,advance,1
13290877,5,427,6.20,,advance,1
13290878,5,427,6.20,,advance,1
13290879,5,427,6.20,,advance,1
13290880,5,427,6.20,,advance,1
13290881,5,427,6.20,,advance,1
13290882,5,427,6.20,,advance,1
13290883,5,427,6.20,,advance,1
13290884,5,427,6.20,,advance,1
13290885,5,427,6.20,,advance,1
13290886,5,427,6.20,,advance,1
13290887,5,427,6.20,,advance,1
13290888,5,427,6.20,,retire,0
13290889,5,427,6.20,,advance,1
13290890,5,427,6.20,,advance,1
13290891,5,427,6.20,,advance,1
13290892,5,427,6.20,,advance,1
13290893,5,427,6.20,,advance,1
13290894,5,427,6.20,,advance,1
13290895,5,427,6.20,,advance,1
13290896,5,427,6.20,,advance,1
13290897,5,427,6.20,,advance,1
13290898,5,427,6.20,,advance,1
13290899,5,427,6.20,,advance,1
13290900,5,427,6.20,,advance,1
13290901,5,427,6.20,,advance,1
13290902,5,427,6.20,,advance,1
13290903,5,427,6.20,,advance,1
13290904,5,427,6.20,,advance,1
13290905,5,427,6.20,,advance,1
13290906,5,427,6.20,,advance,1
13290907,5,427,6.20,,retire,0
13290908,5,427,6.20,,advance,1
13290909,5,427,6.20,,advance,1
13290910,5,427,6.20,,advance,1
13290911,5,427,6.20,,advance,1
13290912,5,427,6.20,,advance,1
13290913,5,427,6.20,,advance,1
13290914,5,427,6.20,,advance,1
13290915,5,427,6.20,,retire,0
13290916,5,427,6.20,,retire,0
13290917,5,427,6.20,,advance,1
13290918,5,427,6.20,,advance,1
13290919,5,427,6.20,,advance,1
13290920,5,427,6.20,,advance,1
13290921,5,427,6.20,,advance,1
13290922,5,427,6.20,,advance,1
13290923,5,427,6.20,,advance,1
13290924,5,427,6.20,,advance,1
13290925,5,427,6.20,,advance,1
13290926,5,427,6.20,,advance,1
13290927,5,427,6.20,,advance,1
13290928,5,427,6.20,,advance,1
13290929,5,427,6.20,,advance,1
13290930,5,427,6.20,,advance,1
13290931,5,427,6.20,,advance,1
13290932,5,427,6.20,,advance,1
13290933,5,427,6.20,,retire,0
13290934,5,427,6.20,,retire,0
13290935,5,427,6.20,,advance,1
13290936,5,427,6.20,,advance,1
13290937,5,427,6.20,,advance,1
13290938,5,427,6.20,,advance,1
13290939,5,427,6.20,,advance,1
13290940,5,427,6.20,,advance,1
13290941,5,427,6.20,,advance,1
13290942,5,427,6.20,,advance,1
13290943,5,427,6.20,,advance,1
13290944,5,427,6.20,,advance,1
13290945,5,427,6.20,,advance,1
13290946,5,427,6.20,,advance,1
13290947,5,427,6.20,,advance,1
13290948,5,427,6.20,,advance,1
13290949,5,427,6.20,,advance,1
13290950,5,427,6.20,,advance,1
13290951,5,427,6.20,,advance,1
13290952,5,427,6.20,,advance,1
13290953,5,427,6.20,,retire,0
13290954,5,427,6.20,,advance,1
13290955,5,427,6.20,,advance,1
13290956,5,427,6.20,,advance,1
13290957,5,427,6.20,,advance,1
13290958,5,427,6.20,,advance,1
13290959,5,427,6.20,,advance,1
13290960,5,427,6.20,,advance,1
13290961,5,427,6.20,,advance,1
13290962,5,427,6.20,,advance,1
13290963,5,427,6.20,,advance,1
13290964,5,427,6.20,,advance,1
13290965,5,427,6.20,,advance,1
13290966,5,427,6.20,,advance,1
13290967,5,427,6.20,,advance,1
13290968,5,427,6.20,,advance,1
13290969,5,427,6.20,,advance,1
13290970,5,427,6.20,,advance,1
13290971,5,427,6.20,,advance,1
13290972,5,427,6.20,,advance,1
13290973,5,427,6.20,,advance,1
13290974,5,427,6.20,,advance,1
13290975,5,427,6.20,,advance,1
13290976,5,427,6.20,,advance,1
13290977,5,427,6.20,,advance,1
13290978,5,427,6.20,,advance,1
13290979,5,427,6.20,,advance,1
13290980,5,427,6.20,,advance,1
13290981,5,427,6.20,,advance,1
13290982,5,427,6.20,,advance,1
13290983,5,427,6.20,,advance,1
13290984,5,427,6.20,,advance,1
13290985,5,427,6.20,,advance,1
13290986,5,427,6.20,,advance,1
13290987,5,427,6.20,,retire,0
13290988,5,427,6.20,,retire,0
13290989,5,427,6.20,,advance,1
13290990,5,427,6.20,,advance,1
13290991,5,427,6.20,,advance,1
13290992,5,427,6.20,,advance,1
13290993,5,427,6.20,,advance,1
13290994,5,427,6.20,,advance,1
13290995,5,427,6.20,,advance,1
13290996,5,427,6.20,,advance,1
13290997,5,427,6.20,,advance,1
13290998,5,427,6.20,,retire,0
13290999,5,427,6.20,,advance,1
13291000,5,427,6.20,,advance,1
13291001,5,427,6.20,,advance,1
13291002,5,427,6.20,,retire,0
13291003,5,427,6.20,,retire,0
13291004,5,427,6.20,,advance,1
13291005,5,427,6.20,,advance,1
13291006,5,427,6.20,,advance,1
13291007,5,427,6.20,,advance,1
13291008,5,427,6.20,,advance,1
13291009,5,427,6.20,,retire,0
13291010,5,427,6.20,,advance,1
13291011,5,427,6.20,,advance,1
13291012,5,427,6.20,,advance,1
13291013,5,427,6.20,,advance,1
13291014,5,427,6.20,,advance,1
13291015,5,427,6.20,,advance,1
13291016,5,427,6.20,,retire,0
13291017,5,427,6.20,,advance,1
13291018,5,427,6.20,,advance,1
13291019,5,427,6.20,,retire,0
13291020,5,427,6.20,,advance,1
13291021,5,427,6.20,,advance,1
13291022,5,427,6.20,,advance,1
13291023,5,427,6.20,,advance,1
13291024,5,427,6.20,,advance,1
13291025,5,427,6.20,,retire,0
13291026,5,427,6.20,,retire,0
13291027,5,427,6.20,,retire,0
13291028,5,427,6.20,,advance,1
13291029,5,427,6.20,,advance,1
13291030,5,427,6.20,,advance,1
13291031,5,427,6.20,,advance,1
13291032,5,427,6.20,,advance,1
13291033,5,427,6.20,,advance,1
13291034,5,427,6.20,,retire,0
13291035,5,427,6.20,,retire,0
13291036,5,427,6.20,,advance,1
13291037,5,427,6.20,,retire,0
13291038,5,427,6.20,,advance,1
13291039,5,427,6.20,,advance,1
13291040,5,427,6.20,,retire,0
13291041,5,427,6.20,,advance,1
13291042,5,427,6.20,,advance,1
13291043,5,427,6.20,,advance,1
13291044,5,427,6.20,,retire,0
13291045,5,427,6.20,,retire,0
13291046,5,427,6.20,,advance,1
13291047,5,427,6.20,,retire,0
13291048,5,427,6.20,,advance,1
13291049,5,427,6.20,,advance,1
13291050,5,427,6.20,,retire,0
13291051,5,427,6.20,,retire,0
13291052,5,427,6.20,,retire,0
13291053,5,427,6.20,,advance,1
13291054,5,427,6.20,,advance,1
13291055,5,427,6.20,,advance,1
13291056,5,427,6.20,,advance,1
13291057,5,427,6.20,,advance,1
13291058,5,427,6.20,,advance,1
13291059,5,427,6.20,,advance,1
13291060,5,427,6.20,,advance,1
13291061,5,427,6.20,,advance,1
13291062,5,427,6.20,,advance,1
13291063,5,427,6.20,,advance,1
13291064,5,427,6.20,,advance,1
13291065,5,427,6.20,,advance,1
13291066,5,427,6.20,,advance,1
13291067,5,427,6.20,,advance,1
13291068,5,427,6.20,,advance,1
13291069,5,427,6.20,,advance,1
13291070,5,427,6.20,,advance,1
13291071,5,427,6.20,,retire,0
13291072,5,427,6.20,,advance,1
13291073,5,427,6.20,,retire,0
13291074,5,427,6.20,,advance,1
13291075,5,427,6.20,,advance,1
13291076,5,427,6.20,,advance,1
13291077,5,427,6.20,,advance,1
13291078,5,427,6.20,,advance,1
13291079,5,427,6.20,,advance,1
13291080,5,427,6.20,,advance,1
13291081,5,427,6.20,,retire,0
13291082,5,427,6.20,,advance,1
13291083,5,427,6.20,,advance,1
13291084,5,427,6.20,,advance,1
13291085,5,427,6.20,,advance,1
13291086,5,427,6.20,,advance,1
13291087,5,427,6.20,,advance,1
13291088,5,427,6.20,,advance,1
13291089,5,427,6.20,,retire,0
13291090,5,427,6.20,,retire,0
13291091,5,427,6.20,,retire,0
13291092,5,427,6.20,,retire,0
13291093,5,427,6.20,,retire,0
13291094,5,427,6.20,,retire,0
13291095,5,427,6.20,,advance,1
13291096,5,427,6.20,,retire,0
13291097,5,427,6.20,,advance,1
13291098,5,427,6.20,,advance,1
13291099,5,427,6.20,,advance,1
13291100,5,427,6.20,,advance,1
13291101,5,427,6.20,,advance,1
13291102,5,427,6.20,,advance,1
13291103,5,427,6.20,,retire,0
13291104,5,427,6.20,,advance,1
13291105,5,427,6.20,,advance,1
13291106,5,427,6.20,,advance,1
13291107,5,427,6.20,,advance,1
13291108,5,427,6.20,,advance,1
13291109,5,427,6.20,,advance,1
13291110,5,427,6.20,,advance,1
13291111,5,427,6.20,,retire,0
13291112,5,427,6.20,,retire,0
13291113,5,427,6.20,,retire,0
13291114,5,427,6.20,,retire,0
13291115,5,427,6.20,,advance,1
13291116,5,427,6.20,,advance,1
13291117,5,427,6.20,,advance,1
13291118,5,427,6.20,,advance,1
13291119,5,427,6.20,,advance,1
13291120,5,427,6.20,,advance,1
13291121,5,427,6.20,,advance,1
13291122,5,427,6.20,,advance,1
13291123,5,427,6.20,,advance,1
13291124,5,427,6.20,,advance,1
13291125,5,427,6.20,,advance,1
13291126,5,427,6.20,,advance,1
13291127,5,427,6.20,,advance,1
13291128,5,427,6.20,,advance,1
13291129,5,427,6.20,,advance,1
13291130,5,427,6.20,,advance,1
13291131,5,427,6.20,,advance,1
13291132,5,427,6.20,,advance,1
13291133,5,427,6.20,,advance,1
13291134,5,427,6.20,,advance,1
13291135,5,427,6.20,,advance,1
13291136,5,427,6.20,,advance,1
13291137,5,427,6.20,,advance,1
13291138,5,427,6.20,,advance,1
13291139,5,427,6.20,,advance,1
13291140,5,427,6.20,,advance,1
13291141,5,427,6.20,,advance,1
13291142,5,427,6.20,,advance,1
13291143,5,427,6.20,,advance,1
13291144,5,427,6.20,,advance,1
13291145,5,427,6.20,,advance,1
13291146,5,427,6.20,,advance,1
13291147,5,427,6.20,,advance,1
13291148,5,427,6.20,,advance,1
13291149,5,427,6.20,,advance,1
13291150,5,427,6.20,,advance,1
13291151,5,427,6.20,,advance,1
13291152,5,427,6.20,,advance,1
13291153,5,427,6.20,,advance,1
13291154,5,427,6.20,,advance,1
13291155,5,427,6.20,,advance,1
13291156,5,427,6.20,,advance,1
13291157,5,427,6.20,,advance,1
13291158,5,427,6.20,,advance,1
13291159,5,427,6.20,,advance,1
13291160,5,427,6.20,,advance,1
13291161,5,427,6.20,,advance,1
13291162,5,427,6.20,,advance,1
13291163,5,427,6.20,,advance,1
13291164,5,427,6.20,,advance,1
13291165,5,427,6.20,,advance,1
13291166,5,427,6.20,,retire,0
13291167,5,427,6.20,,retire,0
13291168,5,427,6.20,,advance,1
13291169,5,427,6.20,,advance,1
13291170,5,427,6.20,,advance,1
13291171,5,427,6.20,,advance,1
13291172,6,427,6.20,,advance,1
13291173,5,427,6.20,,advance,1
13291174,5,427,6.20,,advance,1
13291175,5,427,6.20,,advance,1
13291176,5,427,6.20,,advance,1
13291177,5,427,6.20,,advance,1
13291178,5,427,6.20,,advance,1
13291179,5,427,6.20,,advance,1
13291180,5,427,6.20,,advance,1
13291181,5,427,6.20,,advance,1
13291182,5,427,6.20,,advance,1
13291183,5,427,6.20,,advance,1
13291184,5,427,6.20,,advance,1
13291185,5,427,6.20,,advance,1
